year,equal,inverse_volatility,risk_parity,markowitz_best_sharpe_default,cvar_bootstrap,cvar_montecarlo,benchmark_sp500
2022,-0.12457109244408904,-0.10958348992388556,-0.11703749971533894,-0.24231432506016248,-0.07747882373131798,-0.13683128218373275,-0.1944282720342928
2023,0.1759015626183118,0.17474109957387207,0.16288212524026457,0.19568954421333373,0.18450108627156814,0.16128519470792035,0.24230500797629828
2024,0.2945028146141804,0.30681587301990865,0.2806225156080244,0.3223782732080689,0.22257226443064537,0.21435178467246407,0.23309002343423724
2025,0.12828695515816446,0.13661745598601094,0.1595586034244163,0.24236417028650603,0.2224794244870656,0.21612532815333663,0.16387806380067538
2026,0.08951219941669053,0.0792998897749273,0.07147913372759129,0.03072255710652949,0.02383371467476647,0.01496520212194774,0.06046456157329638
