ticker,cluster_id,symbol,company_name,sector,sub_industry,observations,annual_return,annual_volatility,risk_free_rate,excess_annual_return,sharpe_ratio,selected,mst_degree
CASY,3,CASY,Casey's,Consumer Staples,Food Retail,1842,0.3011543273465551,0.28734169178125313,0.0368,0.2643543273465551,0.9199998987539971,False,1
WMT,3,WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,1842,0.23682625408986602,0.22151964184760842,0.0368,0.20002625408986602,0.9029729933721702,False,2
ORLY,3,ORLY,O’Reilly Automotive,Consumer Discretionary,Automotive Retail,1842,0.22330317925638155,0.25938716852644234,0.0368,0.18650317925638155,0.7190146695223635,False,2
AZO,3,AZO,AutoZone,Consumer Discretionary,Automotive Retail,1842,0.22362505181275072,0.26732803359833235,0.0368,0.18682505181275072,0.6988606817549874,False,1
RSG,3,RSG,Republic Services,Industrials,Environmental & Facilities Services,1842,0.17539132767770593,0.2055054420019668,0.0368,0.13859132767770593,0.6743924945616746,False,2
WM,3,WM,Waste Management,Industrials,Environmental & Facilities Services,1842,0.1597710311175926,0.2094383231964584,0.0368,0.12297103111759261,0.5871467515629539,False,1
ROL,3,ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,1842,0.13675518845834622,0.2680652053778182,0.0368,0.09995518845834622,0.3728763989249061,False,1
TSCO,3,TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,1842,0.12440108257305749,0.29609234617135044,0.0368,0.08760108257305749,0.29585730163508583,False,1
KR,4,KR,Kroger,Consumer Staples,Food Retail,1842,0.15776897915704335,0.2806292367229512,0.0368,0.12096897915704335,0.4310633509525201,True,1
IRM,5,IRM,Iron Mountain,Real Estate,Other Specialized REITs,1842,0.2694057664149303,0.31827303765777337,0.0368,0.2326057664149303,0.7308371708980332,True,1
ETR,5,ETR,Entergy,Utilities,Electric Utilities,1842,0.19333385822575022,0.26246451748534483,0.0368,0.15653385822575022,0.5964000761912154,False,1
EQIX,5,EQIX,Equinix,Real Estate,Data Center REITs,1842,0.18905289418567062,0.29066174352960084,0.0368,0.15225289418567062,0.523814700678575,False,3
SO,5,SO,Southern Company,Utilities,Electric Utilities,1842,0.1590769048903915,0.23798451971787324,0.0368,0.1222769048903915,0.5138019272654741,False,1
WELL,5,WELL,Welltower,Real Estate,Health Care REITs,1842,0.21041529641778056,0.3513473885856176,0.0368,0.17361529641778056,0.49414141689421825,False,1
PLD,5,PLD,Prologis,Real Estate,Industrial REITs,1842,0.1642384116081823,0.29156170496306894,0.0368,0.1274384116081823,0.4370889915886741,False,2
ATO,5,ATO,Atmos Energy,Utilities,Gas Utilities,1842,0.13497310124874473,0.22789814123419738,0.0368,0.09817310124874473,0.430776226243364,False,1
AEP,5,AEP,American Electric Power,Utilities,Electric Utilities,1842,0.1296732774541376,0.22586538448740873,0.0368,0.09287327745413759,0.41118862753099283,False,1
NEE,5,NEE,NextEra Energy,Utilities,Multi-Utilities,1842,0.1496071008628692,0.28099035117597415,0.0368,0.11280710086286921,0.40146254271991777,False,2
NI,5,NI,NiSource,Utilities,Multi-Utilities,1842,0.13157784867515887,0.24635270367845316,0.0368,0.09477784867515887,0.38472420744716374,False,1
LNT,5,LNT,Alliant Energy,Utilities,Electric Utilities,1842,0.12065225020530979,0.22635429366063792,0.0368,0.08385225020530979,0.37044691686310766,False,12
WEC,5,WEC,WEC Energy Group,Utilities,Electric Utilities,1842,0.11435376988730761,0.23338199404758392,0.0368,0.07755376988730761,0.3323039988744602,False,4
AEE,5,AEE,Ameren,Utilities,Multi-Utilities,1842,0.11461724751993141,0.23444210017649533,0.0368,0.07781724751993141,0.33192522785518536,False,2
DLR,5,DLR,Digital Realty,Real Estate,Data Center REITs,1842,0.13210482092199904,0.2982011545126443,0.0368,0.09530482092199904,0.31959910107577383,False,1
XEL,5,XEL,Xcel Energy,Utilities,Multi-Utilities,1842,0.11055725977159292,0.2342758942120755,0.0368,0.07375725977159292,0.3148307683112503,False,1
SRE,5,SRE,Sempra,Utilities,Multi-Utilities,1842,0.1176035803402462,0.2656290799913936,0.0368,0.0808035803402462,0.30419704176539797,False,2
DUK,5,DUK,Duke Energy,Utilities,Electric Utilities,1842,0.10344880760629405,0.220307513276729,0.0368,0.06664880760629405,0.3025262580245107,False,6
DTE,5,DTE,DTE Energy,Utilities,Multi-Utilities,1842,0.10766284305440355,0.24276614875130084,0.0368,0.07086284305440355,0.29189754592596934,False,5
PEG,5,PEG,Public Service Enterprise Group,Utilities,Electric Utilities,1842,0.10330759868760864,0.23526049854779144,0.0368,0.06650759868760864,0.28269768659908756,False,1
VICI,5,VICI,Vici Properties,Real Estate,Hotel & Resort REITs,1842,0.12156027232672706,0.30154596633189285,0.0368,0.08476027232672706,0.2810857440999118,False,1
PSA,5,PSA,Public Storage,Real Estate,Self-Storage REITs,1842,0.10552711065899967,0.24895723648358145,0.0368,0.06872711065899967,0.2760599034185221,False,1
CMS,5,CMS,CMS Energy,Utilities,Multi-Utilities,1842,0.09722869616184693,0.22229901127094112,0.0368,0.06042869616184693,0.2718351998794794,False,2
EXR,5,EXR,Extra Space Storage,Real Estate,Self-Storage REITs,1842,0.11025897728578382,0.28837309324461413,0.0368,0.07345897728578382,0.25473589251779405,False,2
ED,5,ED,Consolidated Edison,Utilities,Multi-Utilities,1842,0.09411814617590242,0.22542053199504117,0.0368,0.05731814617590242,0.2542720739260934,False,1
EVRG,5,EVRG,Evergy,Utilities,Electric Utilities,1842,0.09694174853777238,0.24938340795849148,0.0368,0.06014174853777238,0.2411617879076488,False,1
KIM,5,KIM,Kimco Realty,Real Estate,Retail REITs,1842,0.1172012641143545,0.366628462605199,0.0368,0.0804012641143545,0.21929902425751918,False,3
EXC,5,EXC,Exelon,Utilities,Electric Utilities,1842,0.09307859572914068,0.25908295785127977,0.0368,0.05627859572914068,0.2172222989728488,False,1
PPL,5,PPL,PPL Corporation,Utilities,Electric Utilities,1842,0.08701416738586687,0.24314431707696055,0.0368,0.05021416738586687,0.20652001243349224,False,1
CNP,5,CNP,CenterPoint Energy,Utilities,Multi-Utilities,1842,0.09402322464956625,0.2851309325341741,0.0368,0.05722322464956625,0.20069104442994032,False,1
MAA,5,MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,1842,0.08431984612397914,0.25965645393804476,0.0368,0.04751984612397914,0.18301045632902926,False,2
VTR,5,VTR,Ventas,Real Estate,Health Care REITs,1842,0.10317248192134598,0.3857082811816835,0.0368,0.06637248192134598,0.17207948379537638,False,2
INVH,5,INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,1842,0.08220451327539857,0.27347725457164596,0.0368,0.04540451327539857,0.16602665309960332,False,1
PNW,5,PNW,Pinnacle West Capital,Utilities,Multi-Utilities,1842,0.07529575256197218,0.246138445582107,0.0368,0.038495752561972185,0.15639877984494197,False,1
FE,5,FE,FirstEnergy,Utilities,Electric Utilities,1842,0.07766046256310943,0.2632760281714036,0.0368,0.040860462563109434,0.1552000873262475,False,1
REG,5,REG,Regency Centers,Real Estate,Retail REITs,1842,0.0872865425531879,0.3286373580529951,0.0368,0.05048654255318791,0.15362386933821015,False,1
EIX,5,EIX,Edison International,Utilities,Electric Utilities,1842,0.07565289850487189,0.28931670575115787,0.0368,0.03885289850487189,0.13429192899178585,False,2
AWK,5,AWK,American Water Works,Utilities,Water Utilities,1842,0.07101147750152292,0.2573910990923809,0.0368,0.034211477501522924,0.13291631925952496,False,2
SPG,5,SPG,Simon Property Group,Real Estate,Retail REITs,1842,0.08611413373646659,0.4161954381463815,0.0368,0.04931413373646659,0.11848792470214956,False,2
CPT,5,CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,1842,0.06463433589609724,0.2642900438976804,0.0368,0.02783433589609724,0.10531738345343525,False,2
O,5,O,Realty Income,Real Estate,Retail REITs,1842,0.058944702573956675,0.2756977211415081,0.0368,0.022144702573956676,0.08032239977272213,False,2
WY,5,WY,Weyerhaeuser,Real Estate,Timber REITs,1842,0.05987723244262377,0.35168070750330055,0.0368,0.023077232442623774,0.06561984194827404,False,1
SBAC,5,SBAC,SBA Communications,Real Estate,Telecom Tower REITs,1842,0.055882573697131344,0.3018087139283429,0.0368,0.019082573697131344,0.06322737819181071,False,1
ES,5,ES,Eversource Energy,Utilities,Electric Utilities,1842,0.051824868913267874,0.26663268594207024,0.0368,0.015024868913267875,0.05635043903256573,False,1
ESS,5,ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,1842,0.04895611188360949,0.2814535433683221,0.0368,0.012156111883609488,0.04319047377457061,False,1
AMT,5,AMT,American Tower,Real Estate,Telecom Tower REITs,1842,0.048127484012133515,0.28312907845824137,0.0368,0.011327484012133515,0.04000819722868629,False,4
AVB,5,AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,1842,0.04633271366745784,0.2703519229609358,0.0368,0.009532713667457837,0.03526038787908032,False,2
EQR,5,EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,1842,0.0412279605157595,0.2734430333385522,0.0368,0.004427960515759499,0.016193356479765213,False,2
FRT,5,FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,1842,0.03856734222994751,0.32563060030261465,0.0368,0.0017673422299475106,0.005427445173472905,False,4
D,5,D,Dominion Energy,Utilities,Multi-Utilities,1842,0.032170897525755526,0.25705848303881673,0.0368,-0.004629102474244473,-0.018007973981335065,False,1
UDR,5,UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,1842,0.03127400893312493,0.2780062996615156,0.0368,-0.005525991066875069,-0.019877215277507007,False,5
CCI,5,CCI,Crown Castle,Real Estate,Telecom Tower REITs,1842,0.018674946507576617,0.28159622078574875,0.0368,-0.018125053492423382,-0.06436540036598627,False,1
PCG,5,PCG,PG&E Corporation,Utilities,Multi-Utilities,1842,-0.045317084423551424,0.6432491450822866,0.0368,-0.08211708442355142,-0.1276598423042548,False,1
DOC,5,DOC,Healthpeak Properties,Real Estate,Health Care REITs,1842,-0.018138121247061934,0.3116397984386527,0.0368,-0.05493812124706193,-0.1762872441912347,False,4
BXP,5,BXP,"BXP, Inc.",Real Estate,Office REITs,1842,-0.0380088892601711,0.3568650950509107,0.0368,-0.0748088892601711,-0.20962792466295643,False,1
ARE,5,ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,1842,-0.09632750330824236,0.3171091757865197,0.0368,-0.13312750330824236,-0.4198159923251947,False,2
MCD,6,MCD,McDonald's,Consumer Discretionary,Restaurants,1842,0.09753552810786625,0.21549053514723618,0.0368,0.060735528107866255,0.28184777612793094,True,1
YUM,6,YUM,Yum! Brands,Consumer Discretionary,Restaurants,1842,0.10074271556819947,0.244329305905048,0.0368,0.06394271556819947,0.2617071060360196,False,2
DRI,6,DRI,Darden Restaurants,Consumer Discretionary,Restaurants,1842,0.13369971613484033,0.39389096467934437,0.0368,0.09689971613484033,0.2460064454987529,False,1
SYY,6,SYY,Sysco,Consumer Staples,Food Distributors,1842,0.05415802862497987,0.33527722362508183,0.0368,0.01735802862497987,0.051772167632807044,False,3
TMUS,7,TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,1842,0.16884299143166404,0.2666977462642911,0.0368,0.13204299143166404,0.4951035143012142,True,1
T,7,T,AT&T,Communication Services,Integrated Telecommunication Services,1842,0.09803180548812285,0.24983189106499792,0.0368,0.06123180548812285,0.24509203059345364,False,1
VZ,7,VZ,Verizon,Communication Services,Integrated Telecommunication Services,1842,0.035886804022777996,0.21106359803881714,0.0368,-0.0009131959772220033,-0.004326638916929937,False,3
CMCSA,7,CMCSA,Comcast,Communication Services,Cable & Satellite,1842,0.003934281670713746,0.2770573128569904,0.0368,-0.03286571832928625,-0.11862425860692101,False,2
CHTR,7,CHTR,Charter Communications,Communication Services,Cable & Satellite,1842,-0.06911645914237852,0.35880561270208544,0.0368,-0.10591645914237852,-0.2951917567418892,False,1
CBOE,8,CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,1842,0.19598888850291418,0.26273063983280937,0.0368,0.15918888850291418,0.6059014989809154,True,1
CME,8,CME,CME Group,Financials,Financial Exchanges & Data,1842,0.10288141023710184,0.25512240684130627,0.0368,0.06608141023710185,0.25901844943869023,False,2
PGR,9,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,1842,0.22150573974313104,0.26167685926941114,0.0368,0.18470573974313104,0.7058543130593218,True,1
WRB,9,WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,1842,0.1942988878191796,0.2710289213345585,0.0368,0.1574988878191796,0.5811146907999635,False,1
AJG,9,AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,1842,0.17501168092471242,0.25038965909489214,0.0368,0.13821168092471242,0.5519863776496188,False,2
ACGL,9,ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,1842,0.20148729698256918,0.3043457203779444,0.0368,0.16468729698256918,0.5411191482438334,False,2
HIG,9,HIG,Hartford (The),Financials,Property & Casualty Insurance,1842,0.19693196927947954,0.31962369398526685,0.0368,0.16013196927947954,0.501001559937108,False,2
ALL,9,ALL,Allstate,Financials,Property & Casualty Insurance,1842,0.1727545847881875,0.27253628357337506,0.0368,0.1359545847881875,0.4988494853074651,False,2
TRV,9,TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,1842,0.16529812727998494,0.26611925013009113,0.0368,0.12849812727998494,0.48285919645861486,False,3
CB,9,CB,Chubb Limited,Financials,Property & Casualty Insurance,1842,0.15755138855726858,0.25896618573973507,0.0368,0.12075138855726858,0.46628245387459794,False,2
LDOS,9,LDOS,Leidos,Industrials,Diversified Support Services,1842,0.17106278059708346,0.289798428701062,0.0368,0.13426278059708346,0.463297131039936,False,1
AIZ,9,AIZ,Assurant,Financials,Multi-line Insurance,1842,0.1628396841628572,0.2863021544536049,0.0368,0.1260396841628572,0.44023309710469494,False,1
AFL,9,AFL,Aflac,Financials,Life & Health Insurance,1842,0.1606947918764139,0.28450275096001665,0.0368,0.12389479187641389,0.4354783616620487,False,2
BRK-B,9,BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,1842,0.1238400070813126,0.20298242864401017,0.0368,0.0870400070813126,0.4288056245201551,False,1
GD,9,GD,General Dynamics,Industrials,Aerospace & Defense,1842,0.1391071522090872,0.23929273610091234,0.0368,0.1023071522090872,0.4275397317783318,False,5
RTX,9,RTX,RTX Corporation,Industrials,Aerospace & Defense,1842,0.16439766150234125,0.304674461738506,0.0368,0.12759766150234125,0.4187999899113794,False,1
LHX,9,LHX,L3Harris,Industrials,Aerospace & Defense,1842,0.14790952170254568,0.2676648178459114,0.0368,0.11110952170254568,0.41510693335314963,False,1
MRSH,9,MRSH,Marsh McLennan,Financials,Insurance Brokers,1842,0.12840080237447982,0.22466958467952308,0.0368,0.09160080237447982,0.40771340947259305,False,2
NOC,9,NOC,Northrop Grumman,Industrials,Aerospace & Defense,1842,0.14072976958883254,0.27078502789330083,0.0368,0.10392976958883254,0.3838091433540582,False,2
L,9,L,Loews Corporation,Financials,Multi-line Insurance,1842,0.1394237095484714,0.28196426842384864,0.0368,0.10262370954847139,0.3639599801851752,False,7
LMT,9,LMT,Lockheed Martin,Industrials,Aerospace & Defense,1842,0.12424283192478391,0.253121972754157,0.0368,0.08744283192478391,0.34545729465261465,False,2
AON,9,AON,Aon plc,Financials,Insurance Brokers,1842,0.12497137767103861,0.25658080617823326,0.0368,0.08817137767103861,0.34363980293128615,False,2
BRO,9,BRO,Brown & Brown,Financials,Insurance Brokers,1842,0.12227433537810062,0.25865021186325343,0.0368,0.08547433537810062,0.33046304026725604,False,3
CINF,9,CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,1842,0.14024432855647406,0.3172367702525524,0.0368,0.10344432855647406,0.32607925138729016,False,1
AIG,9,AIG,American International Group,Financials,Multi-line Insurance,1842,0.1267666428618892,0.35933917164121276,0.0368,0.08996664286188921,0.2503669234027112,False,1
HII,9,HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,1842,0.11353640699363265,0.31897857815046277,0.0368,0.07673640699363266,0.24056915495258102,False,1
WTW,9,WTW,Willis Towers Watson,Financials,Insurance Brokers,1842,0.09407483032723807,0.2630263086146261,0.0368,0.05727483032723807,0.2177532377993202,False,1
GL,9,GL,Globe Life,Financials,Life & Health Insurance,1842,0.1100443107704423,0.36208076895962993,0.0368,0.0732443107704423,0.2022872161393599,False,1
EG,9,EG,Everest Group,Financials,Reinsurance,1842,0.09566178594034569,0.29274770986445076,0.0368,0.05886178594034569,0.201066597472616,False,1
ERIE,9,ERIE,Erie Indemnity,Financials,Insurance Brokers,1842,0.09736735105221306,0.3216241326820739,0.0368,0.06056735105221306,0.18831718424588495,False,1
STX,10,STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",1842,0.5450335604609728,0.42602328552143076,0.0368,0.5082335604609729,1.1929713180792945,True,1
CEG,10,CEG,Constellation Energy,Utilities,Electric Utilities,1074,0.6165813960410234,0.4943030459276686,0.0368,0.5797813960410234,1.1729270147484845,False,1
WDC,10,WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",1842,0.4613857108404238,0.5145737727281628,0.0368,0.4245857108404238,0.8251211650165512,False,2
VST,10,VST,Vistra Corp.,Utilities,Electric Utilities,1842,0.3370738236126658,0.45853849818559567,0.0368,0.3002738236126658,0.6548497559110698,False,3
NRG,10,NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,1842,0.24374825266658195,0.39400131765458385,0.0368,0.20694825266658196,0.5252476156640953,False,1
FSLR,10,FSLR,First Solar,Information Technology,Semiconductors,1842,0.238551304022927,0.5239820461204651,0.0368,0.201751304022927,0.3850347650586176,False,1
AES,10,AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,1842,0.03746450435941151,0.39544713063556336,0.0368,0.0006645043594115108,0.0016803873588449563,False,1
SNDK,10,SNDK,Sandisk,Information Technology,"Technology Hardware, Storage & Peripherals",304,16.314965365734494,0.9948767009562963,0.0368,16.278165365734495,,False,1
NEM,11,NEM,Newmont,Materials,Gold,1842,0.20890755078731815,0.36891821362974203,0.0368,0.17210755078731815,0.4665195277131281,True,1
NVDA,12,NVDA,Nvidia,Information Technology,Semiconductors,1842,0.7472685487807222,0.5096431686488387,0.0368,0.7104685487807223,1.3940509605265778,True,3
AVGO,12,AVGO,Broadcom,Information Technology,Semiconductors,1842,0.5077541013056515,0.4211797804145478,0.0368,0.47095410130565146,1.11817832480494,False,2
KLAC,12,KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,1842,0.5148735238860376,0.4470990915821674,0.0368,0.4780735238860376,1.0692786742067844,False,3
LRCX,12,LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,1842,0.5108412480297919,0.4798761964594301,0.0368,0.4740412480297919,0.9878407212679251,False,3
CIEN,12,CIEN,Ciena,Information Technology,Communications Equipment,1842,0.46108342480346454,0.4658881725874463,0.0368,0.42428342480346454,0.9106979952873291,False,1
LITE,12,LITE,Lumentum,Information Technology,Communications Equipment,1842,0.5312075909920619,0.5613585143959384,0.0368,0.49440759099206194,0.8807341089750452,False,2
MU,12,MU,Micron Technology,Information Technology,Semiconductors,1842,0.47195827493344966,0.5049463470537293,0.0368,0.43515827493344966,0.8617911139916539,False,3
ANET,12,ANET,Arista Networks,Information Technology,Communications Equipment,1842,0.4256901750111941,0.45589254037063764,0.0368,0.3888901750111941,0.8530303538088799,False,1
AMD,12,AMD,Advanced Micro Devices,Information Technology,Semiconductors,1842,0.4940994538890928,0.5456161965615867,0.0368,0.4572994538890928,0.8381339424506525,False,1
AMAT,12,AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,1842,0.41663484264873984,0.45548459576714767,0.0368,0.37983484264873985,0.8339136958276381,False,3
MPWR,12,MPWR,Monolithic Power Systems,Information Technology,Semiconductors,1842,0.43765514090718227,0.5195556334698223,0.0368,0.4008551409071823,0.7715345866430018,False,4
TER,12,TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,1842,0.3954531446837142,0.48571932624185676,0.0368,0.3586531446837142,0.7383958704272932,False,3
DELL,12,DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",1842,0.36189942497095906,0.45349236533034365,0.0368,0.32509942497095906,0.7168795989192507,False,1
ADI,12,ADI,Analog Devices,Information Technology,Semiconductors,1842,0.2546654605602692,0.35124975296444905,0.0368,0.21786546056026918,0.6202579751915724,False,3
SMCI,12,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",1842,0.4903370909772482,0.7475417701126832,0.0368,0.4535370909772482,0.6067046807416298,False,1
COHR,12,COHR,Coherent Corp.,Information Technology,Electronic Components,1842,0.37706458483964345,0.5889425315757598,0.0368,0.34026458483964345,0.5777551570765997,False,2
TXN,12,TXN,Texas Instruments,Information Technology,Semiconductors,1842,0.19195154639589407,0.33159725852275523,0.0368,0.15515154639589407,0.4678915232504767,False,2
ON,12,ON,ON Semiconductor,Information Technology,Semiconductors,1842,0.279253697896406,0.551589741898975,0.0368,0.24245369789640597,0.43955439972778165,False,1
NXPI,12,NXPI,NXP Semiconductors,Information Technology,Semiconductors,1842,0.22067436219528092,0.43715207976508225,0.0368,0.18387436219528092,0.4206187519320318,False,3
CSCO,12,CSCO,Cisco,Information Technology,Communications Equipment,1842,0.14439134295809541,0.2676783497513003,0.0368,0.10759134295809542,0.40194264145030195,False,1
QCOM,12,QCOM,Qualcomm,Information Technology,Semiconductors,1842,0.19183634338214595,0.4096339297886793,0.0368,0.15503634338214595,0.3784753461758542,False,1
HPE,12,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",1842,0.14295739659159712,0.3829010210374803,0.0368,0.10615739659159712,0.27724500787164497,False,4
MCHP,12,MCHP,Microchip Technology,Information Technology,Semiconductors,1842,0.16093864138397151,0.455146813778775,0.0368,0.12413864138397152,0.27274417314565524,False,3
NTAP,12,NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",1842,0.11803325099567186,0.3599499020697041,0.0368,0.08123325099567186,0.22567932517437128,False,1
FFIV,12,FFIV,"F5, Inc.",Information Technology,Communications Equipment,1842,0.10094722651694488,0.3124234687178197,0.0368,0.06414722651694488,0.2053214080882078,False,2
INTC,12,INTC,Intel,Information Technology,Semiconductors,1842,0.12770870746541885,0.4788629517602793,0.0368,0.09090870746541885,0.18984284988271155,False,1
HPQ,12,HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",1842,0.03604338025774578,0.37334814723338,0.0368,-0.0007566197422542165,-0.0020265796090351384,False,1
SWKS,12,SWKS,Skyworks Solutions,Information Technology,Semiconductors,1842,0.02498657380968594,0.4211385176143674,0.0368,-0.011813426190314058,-0.028051165343967663,False,2
VRT,13,VRT,Vertiv,Industrials,Electrical Components & Equipment,1842,0.6200929185808566,0.5607173762469,0.0368,0.5832929185808566,1.0402618918020048,True,1
AXON,13,AXON,Axon Enterprise,Industrials,Aerospace & Defense,1842,0.3499338435819186,0.5060265903375775,0.0368,0.3131338435819186,0.6188090696439936,False,1
GEV,13,GEV,GE Vernova,Industrials,Heavy Electrical Equipment,525,1.758609351760458,0.531758564098771,0.0368,1.721809351760458,,False,3
TKO,14,TKO,TKO Group Holdings,Communication Services,Movies & Entertainment,1842,0.1496410147502294,0.37284671939657776,0.0368,0.1128410147502294,0.3026471975745246,True,1
SW,15,SW,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials,1842,0.09911174692195424,0.4592845783134439,0.0368,0.062311746921954236,0.1356713241946236,True,1
PWR,16,PWR,Quanta Services,Industrials,Construction & Engineering,1842,0.5504997671960754,0.3619155443202955,0.0368,0.5136997671960755,1.4193912785946847,True,2
FIX,16,FIX,Comfort Systems USA,Industrials,Construction & Engineering,1842,0.6790621628705564,0.457311813325967,0.0368,0.6422621628705565,1.4044294158934374,False,3
EME,16,EME,Emcor,Industrials,Construction & Engineering,1842,0.4540300880688395,0.35424544744976294,0.0368,0.4172300880688395,1.1777994355961587,False,1
JBL,16,JBL,Jabil,Information Technology,Electronic Manufacturing Services,1842,0.44325293308424185,0.39682877311550735,0.0368,0.40645293308424185,1.0242526767733475,False,2
TT,16,TT,Trane Technologies,Industrials,Building Products,1842,0.32386389708639673,0.2925176447207861,0.0368,0.28706389708639674,0.9813558336298137,False,3
APH,16,APH,Amphenol,Information Technology,Electronic Components,1842,0.3238668130387192,0.30328583614621607,0.0368,0.2870668130387192,0.9465223192959213,False,3
CAT,16,CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,1842,0.33557531820059405,0.32158593441013056,0.0368,0.29877531820059405,0.9290683647237964,False,5
ETN,16,ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,1842,0.3110665221262645,0.3239773166378469,0.0368,0.2742665221262645,0.8465608795471603,False,5
CARR,16,CARR,Carrier Global,Industrials,Building Products,1537,0.3423044663847865,0.37513693710789486,0.0368,0.3055044663847865,0.8143811930119773,False,2
CMI,16,CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,1842,0.27688324286164834,0.29668723143118225,0.0368,0.24008324286164834,0.8092132637576503,False,2
ARES,16,ARES,Ares Management,Financials,Asset Management & Custody Banks,1842,0.3429174731168785,0.3802187194286177,0.0368,0.3061174731168785,0.8051088951561971,False,1
JCI,16,JCI,Johnson Controls,Industrials,Building Products,1842,0.2654457457179402,0.29206970939098736,0.0368,0.22864574571794022,0.7828464861854508,False,1
HUBB,16,HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,1842,0.27632411253042766,0.3096622873463112,0.0368,0.23952411253042766,0.7735010762306861,False,1
PH,16,PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,1842,0.29559720017976665,0.3438909425685418,0.0368,0.25879720017976665,0.7525560232752716,False,10
URI,16,URI,United Rentals,Industrials,Trading Companies & Distributors,1842,0.3590488345841243,0.43963517037489774,0.0368,0.3222488345841243,0.7329914808893189,False,1
GLW,16,GLW,Corning Inc.,Information Technology,Electronic Components,1842,0.2944338733918721,0.35511851462143,0.0368,0.2576338733918721,0.7254870213301036,False,1
GWW,16,GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,1842,0.23154806322722754,0.27946683793115773,0.0368,0.19474806322722754,0.6968557152215701,False,1
CRH,16,CRH,CRH plc,Materials,Construction Materials,1842,0.2602428364288647,0.3300636486211511,0.0368,0.2234428364288647,0.6769689342110303,False,2
KEYS,16,KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,1842,0.2696180136742279,0.3453220513205707,0.0368,0.23281801367422789,0.6742054635198995,False,1
FAST,16,FAST,Fastenal,Industrials,Trading Companies & Distributors,1842,0.21793317676619917,0.2750394319234284,0.0368,0.18113317676619917,0.6585716655225897,False,2
LIN,16,LIN,Linde plc,Materials,Industrial Gases,1842,0.1946538112637699,0.24015495118125155,0.0368,0.1578538112637699,0.6572998411539444,False,2
GRMN,16,GRMN,Garmin,Consumer Discretionary,Consumer Electronics,1842,0.23601599407748353,0.3038680313818552,0.0368,0.19921599407748353,0.6556003708963353,False,1
WSM,16,WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,1842,0.3401239648768075,0.47344675894111415,0.0368,0.3033239648768075,0.6406717527335191,False,1
PCAR,16,PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,1842,0.20753978238814663,0.27121679550991196,0.0368,0.17073978238814663,0.6295324818182462,False,1
ODFL,16,ODFL,Old Dominion,Industrials,Cargo Ground Transportation,1842,0.2575325262817907,0.3531881368356044,0.0368,0.2207325262817907,0.6249715187476221,False,2
