rebalance_date,method,ticker,weight
2024-01-31,cvar_montecarlo,KR,0.10000000000000002
2024-01-31,cvar_montecarlo,IRM,0.009935221456890627
2024-01-31,cvar_montecarlo,MCD,0.10000000000000002
2024-01-31,cvar_montecarlo,TMUS,0.02216274954005821
2024-01-31,cvar_montecarlo,CBOE,0.10000000000000002
2024-01-31,cvar_montecarlo,PGR,0.10000000000000002
2024-01-31,cvar_montecarlo,STX,0.0
2024-01-31,cvar_montecarlo,NEM,0.10000000000000002
2024-01-31,cvar_montecarlo,NVDA,0.0
2024-01-31,cvar_montecarlo,VRT,0.006049275072277094
2024-01-31,cvar_montecarlo,TKO,0.017453772607846495
2024-01-31,cvar_montecarlo,SW,0.08450894774744952
2024-01-31,cvar_montecarlo,PWR,0.012624985538201877
2024-01-31,cvar_montecarlo,HWM,0.0
2024-01-31,cvar_montecarlo,MRNA,0.03486408983726868
2024-01-31,cvar_montecarlo,AAPL,0.0
2024-01-31,cvar_montecarlo,EA,0.10000000000000002
2024-01-31,cvar_montecarlo,STLD,0.0
2024-01-31,cvar_montecarlo,MCK,0.025019709071536677
2024-01-31,cvar_montecarlo,LLY,0.05832172717012396
2024-01-31,cvar_montecarlo,MSI,0.0
2024-01-31,cvar_montecarlo,HCA,0.0
2024-02-29,equal,PM,0.04
2024-02-29,equal,TGT,0.04
2024-02-29,equal,COST,0.04
2024-02-29,equal,KR,0.04
2024-02-29,equal,IRM,0.04
2024-02-29,equal,MCD,0.04
2024-02-29,equal,TMUS,0.04
2024-02-29,equal,CBOE,0.04
2024-02-29,equal,PGR,0.04
2024-02-29,equal,STX,0.04
2024-02-29,equal,NEM,0.04
2024-02-29,equal,NVDA,0.04
2024-02-29,equal,VRT,0.04
2024-02-29,equal,TKO,0.04
2024-02-29,equal,SW,0.04
2024-02-29,equal,PWR,0.04
2024-02-29,equal,HWM,0.04
2024-02-29,equal,MRNA,0.04
2024-02-29,equal,AAPL,0.04
2024-02-29,equal,EA,0.04
2024-02-29,equal,STLD,0.04
2024-02-29,equal,MCK,0.04
2024-02-29,equal,LLY,0.04
2024-02-29,equal,MSI,0.04
2024-02-29,equal,HCA,0.04
2024-02-29,inverse_volatility,PM,0.05237727249340876
2024-02-29,inverse_volatility,TGT,0.03834276196803566
2024-02-29,inverse_volatility,COST,0.05683838681330993
2024-02-29,inverse_volatility,KR,0.04586576152284745
2024-02-29,inverse_volatility,IRM,0.041761333345615055
2024-02-29,inverse_volatility,MCD,0.05837957830304786
2024-02-29,inverse_volatility,TMUS,0.04860601498135611
2024-02-29,inverse_volatility,CBOE,0.04818657194735557
2024-02-29,inverse_volatility,PGR,0.04883396075875292
2024-02-29,inverse_volatility,STX,0.034941957868979745
2024-02-29,inverse_volatility,NEM,0.038442728066417464
2024-02-29,inverse_volatility,NVDA,0.025732819837964264
2024-02-29,inverse_volatility,VRT,0.025730412046045818
2024-02-29,inverse_volatility,TKO,0.03358396119820833
2024-02-29,inverse_volatility,SW,0.027667944998973456
2024-02-29,inverse_volatility,PWR,0.03759249624740867
2024-02-29,inverse_volatility,HWM,0.03131070250998905
2024-02-29,inverse_volatility,MRNA,0.01792203613608234
2024-02-29,inverse_volatility,AAPL,0.04181244835271397
2024-02-29,inverse_volatility,EA,0.04532340145066999
2024-02-29,inverse_volatility,STLD,0.030258134035483872
2024-02-29,inverse_volatility,MCK,0.04572764122699714
2024-02-29,inverse_volatility,LLY,0.043153593592113314
2024-02-29,inverse_volatility,MSI,0.046488354562331205
2024-02-29,inverse_volatility,HCA,0.03511972573589212
2024-02-29,risk_parity,PM,0.04495692744967123
2024-02-29,risk_parity,TGT,0.036143851001405373
2024-02-29,risk_parity,COST,0.04568091647963087
2024-02-29,risk_parity,KR,0.06787225283538136
2024-02-29,risk_parity,IRM,0.0356325608544794
2024-02-29,risk_parity,MCD,0.046221697014588385
2024-02-29,risk_parity,TMUS,0.04191114996591782
2024-02-29,risk_parity,CBOE,0.04946032726240608
2024-02-29,risk_parity,PGR,0.04782008062898388
2024-02-29,risk_parity,STX,0.031000386835657753
2024-02-29,risk_parity,NEM,0.05936306303463283
2024-02-29,risk_parity,NVDA,0.02180384988390309
2024-02-29,risk_parity,VRT,0.02688799962464159
2024-02-29,risk_parity,TKO,0.03926885746327736
2024-02-29,risk_parity,SW,0.050428594539483645
2024-02-29,risk_parity,PWR,0.03139995340243085
2024-02-29,risk_parity,HWM,0.02753642085891849
2024-02-29,risk_parity,MRNA,0.032737441211797356
2024-02-29,risk_parity,AAPL,0.03141638692773471
2024-02-29,risk_parity,EA,0.050137069015421434
2024-02-29,risk_parity,STLD,0.026430117235869716
2024-02-29,risk_parity,MCK,0.04160376880168266
2024-02-29,risk_parity,LLY,0.0476167977756017
2024-02-29,risk_parity,MSI,0.035377569226029276
2024-02-29,risk_parity,HCA,0.03129196067045314
2024-02-29,markowitz_best_sharpe_default,PM,0.0
2024-02-29,markowitz_best_sharpe_default,TGT,0.0
2024-02-29,markowitz_best_sharpe_default,COST,0.09999999999999992
2024-02-29,markowitz_best_sharpe_default,KR,0.047461132618654915
2024-02-29,markowitz_best_sharpe_default,IRM,0.0
2024-02-29,markowitz_best_sharpe_default,MCD,4.8638327020256144e-18
2024-02-29,markowitz_best_sharpe_default,TMUS,2.918361954872147e-18
2024-02-29,markowitz_best_sharpe_default,CBOE,0.0
2024-02-29,markowitz_best_sharpe_default,PGR,0.1
2024-02-29,markowitz_best_sharpe_default,STX,7.000159131561542e-19
2024-02-29,markowitz_best_sharpe_default,NEM,5.2954891698895144e-17
2024-02-29,markowitz_best_sharpe_default,NVDA,0.1
2024-02-29,markowitz_best_sharpe_default,VRT,0.1
2024-02-29,markowitz_best_sharpe_default,TKO,4.778203325217087e-17
2024-02-29,markowitz_best_sharpe_default,SW,0.04110884803479877
2024-02-29,markowitz_best_sharpe_default,PWR,0.09999999999999994
2024-02-29,markowitz_best_sharpe_default,HWM,0.04819400950693856
2024-02-29,markowitz_best_sharpe_default,MRNA,0.09999999999999999
2024-02-29,markowitz_best_sharpe_default,AAPL,0.010148868129653207
2024-02-29,markowitz_best_sharpe_default,EA,0.0
2024-02-29,markowitz_best_sharpe_default,STLD,0.0530871417099545
2024-02-29,markowitz_best_sharpe_default,MCK,0.1
2024-02-29,markowitz_best_sharpe_default,LLY,0.09999999999999999
2024-02-29,markowitz_best_sharpe_default,MSI,0.0
2024-02-29,markowitz_best_sharpe_default,HCA,1.6151872224867825e-16
2024-02-29,cvar_bootstrap,PM,0.08903554575954574
2024-02-29,cvar_bootstrap,TGT,0.0
2024-02-29,cvar_bootstrap,COST,0.10000000000000053
2024-02-29,cvar_bootstrap,KR,0.10000000000000053
2024-02-29,cvar_bootstrap,IRM,0.0
2024-02-29,cvar_bootstrap,MCD,0.04900428159068973
2024-02-29,cvar_bootstrap,TMUS,0.0
2024-02-29,cvar_bootstrap,CBOE,0.10000000000000053
2024-02-29,cvar_bootstrap,PGR,0.10000000000000053
2024-02-29,cvar_bootstrap,STX,0.0
2024-02-29,cvar_bootstrap,NEM,0.10000000000000053
2024-02-29,cvar_bootstrap,NVDA,0.0
2024-02-29,cvar_bootstrap,VRT,0.0
2024-02-29,cvar_bootstrap,TKO,0.006261046550798431
2024-02-29,cvar_bootstrap,SW,0.06763649021285739
2024-02-29,cvar_bootstrap,PWR,0.0
2024-02-29,cvar_bootstrap,HWM,0.0
2024-02-29,cvar_bootstrap,MRNA,0.02050519837713404
2024-02-29,cvar_bootstrap,AAPL,0.0
2024-02-29,cvar_bootstrap,EA,0.10000000000000053
2024-02-29,cvar_bootstrap,STLD,0.0
2024-02-29,cvar_bootstrap,MCK,0.06755743750897089
2024-02-29,cvar_bootstrap,LLY,0.10000000000000053
2024-02-29,cvar_bootstrap,MSI,0.0
2024-02-29,cvar_bootstrap,HCA,0.0
2024-02-29,cvar_montecarlo,PM,0.03158640162236835
2024-02-29,cvar_montecarlo,TGT,0.024080468440044484
2024-02-29,cvar_montecarlo,COST,0.1
2024-02-29,cvar_montecarlo,KR,0.1
2024-02-29,cvar_montecarlo,IRM,0.05294680546647707
2024-02-29,cvar_montecarlo,MCD,0.08907416871810353
2024-02-29,cvar_montecarlo,TMUS,0.0268627429161704
2024-02-29,cvar_montecarlo,CBOE,0.06933900571542587
2024-02-29,cvar_montecarlo,PGR,0.1
2024-02-29,cvar_montecarlo,STX,0.0
2024-02-29,cvar_montecarlo,NEM,0.1
2024-02-29,cvar_montecarlo,NVDA,0.0
2024-02-29,cvar_montecarlo,VRT,0.0
2024-02-29,cvar_montecarlo,TKO,0.008903944328162943
2024-02-29,cvar_montecarlo,SW,0.06392235646436648
2024-02-29,cvar_montecarlo,PWR,0.0
2024-02-29,cvar_montecarlo,HWM,0.0
2024-02-29,cvar_montecarlo,MRNA,0.018052673529163527
2024-02-29,cvar_montecarlo,AAPL,0.0
2024-02-29,cvar_montecarlo,EA,0.1
2024-02-29,cvar_montecarlo,STLD,0.0
2024-02-29,cvar_montecarlo,MCK,0.02512835294949879
2024-02-29,cvar_montecarlo,LLY,0.09010307985021859
2024-02-29,cvar_montecarlo,MSI,0.0
2024-02-29,cvar_montecarlo,HCA,0.0
2024-03-28,equal,PM,0.04
2024-03-28,equal,TGT,0.04
2024-03-28,equal,COST,0.04
2024-03-28,equal,KR,0.04
2024-03-28,equal,IRM,0.04
2024-03-28,equal,MCD,0.04
2024-03-28,equal,TMUS,0.04
2024-03-28,equal,CBOE,0.04
2024-03-28,equal,PGR,0.04
2024-03-28,equal,STX,0.04
2024-03-28,equal,NEM,0.04
2024-03-28,equal,NVDA,0.04
2024-03-28,equal,VRT,0.04
2024-03-28,equal,TKO,0.04
2024-03-28,equal,SW,0.04
2024-03-28,equal,PWR,0.04
2024-03-28,equal,HWM,0.04
2024-03-28,equal,MRNA,0.04
2024-03-28,equal,AAPL,0.04
2024-03-28,equal,EA,0.04
2024-03-28,equal,STLD,0.04
2024-03-28,equal,MCK,0.04
2024-03-28,equal,LLY,0.04
2024-03-28,equal,MSI,0.04
2024-03-28,equal,HCA,0.04
2024-03-28,inverse_volatility,PM,0.05248957054433429
2024-03-28,inverse_volatility,TGT,0.03798127863029076
2024-03-28,inverse_volatility,COST,0.056300894063214806
2024-03-28,inverse_volatility,KR,0.045512501539241974
2024-03-28,inverse_volatility,IRM,0.0417985643859468
2024-03-28,inverse_volatility,MCD,0.058407211389510556
2024-03-28,inverse_volatility,TMUS,0.048792105344597124
2024-03-28,inverse_volatility,CBOE,0.048214029408697144
2024-03-28,inverse_volatility,PGR,0.04896144118730132
2024-03-28,inverse_volatility,STX,0.034823612820192286
2024-03-28,inverse_volatility,NEM,0.03831157071059667
2024-03-28,inverse_volatility,NVDA,0.02569894468454525
2024-03-28,inverse_volatility,VRT,0.02570147805081926
2024-03-28,inverse_volatility,TKO,0.03359226322849838
2024-03-28,inverse_volatility,SW,0.027758066236723562
2024-03-28,inverse_volatility,PWR,0.03772848977180565
2024-03-28,inverse_volatility,HWM,0.031413453273644414
2024-03-28,inverse_volatility,MRNA,0.01795596907306205
2024-03-28,inverse_volatility,AAPL,0.041824971979607946
2024-03-28,inverse_volatility,EA,0.0454733968434895
2024-03-28,inverse_volatility,STLD,0.03034070332848786
2024-03-28,inverse_volatility,MCK,0.045872582325121154
2024-03-28,inverse_volatility,LLY,0.04315547376645893
2024-03-28,inverse_volatility,MSI,0.04663195616427144
2024-03-28,inverse_volatility,HCA,0.03525947124954088
2024-03-28,risk_parity,PM,0.0449962277172911
2024-03-28,risk_parity,TGT,0.03617807497518196
2024-03-28,risk_parity,COST,0.045481120552174875
2024-03-28,risk_parity,KR,0.06741856270655082
2024-03-28,risk_parity,IRM,0.03558742810167337
2024-03-28,risk_parity,MCD,0.046299245740278
2024-03-28,risk_parity,TMUS,0.04204296376067012
2024-03-28,risk_parity,CBOE,0.04965357514670378
2024-03-28,risk_parity,PGR,0.047889494913991096
2024-03-28,risk_parity,STX,0.031025553335809884
2024-03-28,risk_parity,NEM,0.059114035576208326
2024-03-28,risk_parity,NVDA,0.021753229694501407
2024-03-28,risk_parity,VRT,0.02683859475992522
2024-03-28,risk_parity,TKO,0.03927330407698993
2024-03-28,risk_parity,SW,0.050462512140011864
2024-03-28,risk_parity,PWR,0.03142437635562103
2024-03-28,risk_parity,HWM,0.027534180861582873
2024-03-28,risk_parity,MRNA,0.032775660367015964
2024-03-28,risk_parity,AAPL,0.03153401878645595
2024-03-28,risk_parity,EA,0.050289979029021104
2024-03-28,risk_parity,STLD,0.02645074362400281
2024-03-28,risk_parity,MCK,0.041692518994752015
2024-03-28,risk_parity,LLY,0.047523539155931806
2024-03-28,risk_parity,MSI,0.03543335784107397
2024-03-28,risk_parity,HCA,0.03132770178658084
2024-03-28,markowitz_best_sharpe_default,PM,0.0
2024-03-28,markowitz_best_sharpe_default,TGT,1.1999965374455288e-16
