date,equal,inverse_volatility,risk_parity,markowitz_best_sharpe_default,cvar_bootstrap,cvar_montecarlo,benchmark_sp500
2022-01-03,-0.0028756907678417765,-0.0024595604703255836,-0.0022389119106540623,-0.0017354955428748875,-0.0005598425232749005,-0.0016511238933206718,0.006374052530970564
2022-01-04,0.002634693583893677,0.0019451487283879132,0.0018717672413961495,-0.0015035787711867865,-0.00161079212728521,-0.000429765351606215,-0.000629621957060511
2022-01-05,-0.01672559763831971,-0.014947380925309117,-0.014955176744167131,-0.02912285941252235,-0.0136280159669816,-0.01450226219750994,-0.019392757790687165
2022-01-06,-0.0021564520829306932,-0.0018213570110192645,-0.002186669224023552,0.0011036224713940612,-0.002400686001073238,0.0004126093643468387,-0.0009637690162076495
2022-01-07,-0.006998159643171187,-0.005888406189124118,-0.005921562454013318,-0.015260130455068799,-0.0030158249917244806,-0.008219347883864692,-0.004050216740091761
2022-01-10,0.005801358949973245,0.002498184821398741,0.006717389944440599,0.016131638756767597,0.00695111183728736,0.00717817476457383,-0.0014410312534549607
2022-01-11,0.0036647013934718586,0.0047666775405719175,0.002670904348614167,0.0003374571482579469,-0.0005849129540403952,0.0007301063322500134,0.009159984668711818
2022-01-12,0.0017914798723817071,0.0012780633019087162,0.0009100340689722763,-8.424690384489786e-05,-0.0008363138327459607,-0.00106847587002179,0.002817754443029452
2022-01-13,-0.007921890344434135,-0.006886037403564527,-0.0057270099789658024,-0.013295443768072346,-0.007002627510241832,-0.004837241150308924,-0.0142436152864307
2022-01-14,-0.004812310304858292,-0.005573365230978289,-0.005913971298821985,-0.008959466525802151,-0.011150984083082682,-0.011292842517383495,0.0008199802697488323
2022-01-18,-0.01800727654467793,-0.015142494361554348,-0.016523155977868687,-0.02587064977022202,-0.011727113629738106,-0.01409140459595326,-0.018387945694007368
2022-01-19,-0.008063415050868494,-0.005968967799795721,-0.004219187679787795,-0.006285868361260771,0.005215054168139055,0.002166080311841956,-0.009689541868338813
2022-01-20,-0.01258645267999614,-0.011507660777600681,-0.011891320428097263,-0.01755308882850759,-0.008647876737471916,-0.011133982235245976,-0.01103737849414832
2022-01-21,-0.014977080224218509,-0.012355362745616882,-0.012511355658137657,-0.016262251805935546,-0.007900088112077541,-0.007639226655443587,-0.018914821867908604
2022-01-24,0.0034235970294680396,0.004486981143618118,0.0010347967463291141,-0.004788067524009509,-0.006952297173094535,-0.0024822039694535336,0.002771738943381896
2022-01-25,-0.017353891490873075,-0.016747667920213205,-0.017566175771553283,-0.022677180083832238,-0.01944838682432537,-0.018458739158072834,-0.012171906253646725
2022-01-26,-0.004019605305109475,-0.004822550555447669,-0.004043498299804771,0.001998511926404767,-0.0021226748130691586,-0.0026357356788855313,-0.0014966358477518371
2022-01-27,-0.0019860197536909485,-0.0003755261754745387,-0.0010584597690999065,-0.00792441447431469,-0.0003269295828647323,-0.0023101008785271215,-0.00538408875771057
2022-01-28,0.017569790655099116,0.016775118984886372,0.013844290000094572,0.019650202737913736,0.008581047610969561,0.009199005574492825,0.024347646888076113
2022-01-31,0.01716873827191101,0.01514882520783023,0.016378271705212777,0.030429536203677277,0.016207255977402468,0.018039174963003113,0.018885951732779516
2022-02-01,0.004625383405757244,0.003709422506650073,0.004049890147309609,0.004978168841738961,0.0015736394275791543,0.0023289710628866533,0.00686300355780145
2022-02-02,0.012345548092737246,0.012832725096618258,0.011877915570968733,0.007530448882599572,0.01332182062802234,0.0107199871844601,0.00942251544733641
2022-02-03,-0.005885437186028852,-0.0035783580437446227,-0.004064202050035104,-0.012918627061269228,-0.006106919724249926,-0.005421281481755247,-0.024391082077444004
2022-02-04,0.0022770142178740738,0.001621697337405914,0.001510237309858109,-0.002903797761445781,5.581763932127615e-05,-0.0010039792789914292,0.0051569298644233985
2022-02-07,0.0015939685457033725,0.0015030612652444653,0.0020901570854305884,0.0007351897135414731,0.001553562835630018,0.0011217690285074688,-0.0037017126347429485
2022-02-08,0.009359027024567812,0.009784935718555321,0.0076699741753845085,0.005715157198079579,0.0029350784931929663,0.0017821707454026559,0.008401207191663262
2022-02-09,0.01656540875194401,0.013611085653089106,0.013209245854279628,0.018457472665173613,0.004940202368915569,0.0064572401856846096,0.014517207887505545
2022-02-10,-0.01476338355406881,-0.015451665753028587,-0.0131526723147386,-0.013998538456262977,-0.006261398405096985,-0.007239338475754642,-0.01811572566845976
2022-02-11,-0.008634362316895294,-0.007680325476091099,-0.004553455867766565,-0.007845375238949015,0.0001749411849869542,0.0033400137027161936,-0.01896945434456343
2022-02-14,-0.0067619079565285345,-0.004455649483250168,-0.00651907044260569,-0.013833512805932258,-0.005116699105077616,-0.008348336525850208,-0.0038405967262932217
