ticker_1,ticker_2,distance
MRSH,AON,0.7067619800646299
LYB,ADM,0.9693097379223709
USB,FITB,0.5469965911069268
SO,DUK,0.6182599052638345
DUK,LNT,0.6283223809118389
DUK,D,0.7053205203481197
DUK,EXC,0.7457337472482396
PNC,FITB,0.5222302240601618
ORLY,GPC,0.9582148987714759
CSX,NSC,0.5943650760279374
EQT,CTRA,0.7957605384195543
CMI,PCAR,0.720985071063774
ROST,ULTA,0.9740621947666918
TEL,JBL,0.7972789066460687
TEL,TRMB,0.8298283100550646
TEL,APTV,0.85757335236897
TEL,CDW,0.884959799263049
ADSK,PTC,0.7906201287221568
ADSK,XYZ,0.9016764127954275
ROP,PAYX,0.9165817655972657
EBAY,TROW,1.0405200406945474
AJG,BRO,0.6758511669465589
WM,RSG,0.5457247167445305
AON,WTW,0.7303738197284291
WMB,KMI,0.63059374273018
ZTS,IDXX,0.8384825260956361
XYZ,TTD,0.8755765399336132
LYV,TKO,1.1368716995825539
PLD,ARE,0.7980465125155344
BDX,BAX,0.9626455963294046
GD,HII,0.790203662696695
GD,TXT,0.8760924010684733
GD,LDOS,0.931562882912266
CI,COR,1.0170693894221052
CI,UHS,1.0498135061670146
MSI,CTAS,0.9496580733181331
BK,STT,0.5952799756444701
COR,CAH,0.7452584263299353
TRV,HIG,0.6976191389905841
TRV,WRB,0.732154181419863
FITB,RF,0.452961827133317
FITB,CFG,0.4645412313368876
ODFL,JBHT,0.7675734827348855
ODFL,EXPD,0.9139991771910122
EMR,ROK,0.7300378423960754
EMR,DD,0.850008758395212
TFC,CFG,0.5201026480966707
EA,TTWO,0.9407799233428171
HBAN,RF,0.4732368038776426
HBAN,MTB,0.5310097373902377
HBAN,PRU,0.6556833431514327
KMI,OKE,0.6831445899191735
AEP,LNT,0.6235392951457862
OKE,TRGP,0.6308381847322919
CASY,SYY,1.1125771231075872
ECL,PPG,0.8673812281921298
ECL,BALL,0.9971847138743253
CTAS,CPRT,0.9205747760762836
CTAS,RSG,0.9412387857539783
CTAS,ROL,0.9736375398169518
HPE,NTAP,0.8268248798296384
HPE,HPQ,0.8395736296611811
HPE,JBL,0.8932429997772758
DHI,LEN,0.43370516334276443
DHI,PHM,0.4764652845162472
DG,DLTR,0.9555852005244222
OMC,PRU,0.9197776671899786
PCG,EIX,0.9583659902272208
WAT,A,0.6746680447065023
DPZ,POOL,1.130928803113557
ALB,DD,0.9798594353710458
O,DOC,0.7968276518198344
O,VICI,0.8767393846647722
CHRW,EXPD,0.8781558296451336
SYY,L,0.9981939893802654
SYY,DRI,1.0045770438879158
PAYX,BR,0.8311345509374263
XEL,LNT,0.5853360444515618
ITW,DOV,0.7035942349001842
ITW,NDSN,0.7760111434105145
ITW,SWK,0.7812169227769412
ITW,SNA,0.7885632103415792
ITW,PPG,0.8083450299079828
ITW,FAST,0.8101745982491971
ITW,AOS,0.8123072902751536
ITW,GPC,0.8448145813851221
ITW,HSIC,1.0177930750909334
VMC,MLM,0.45595747574074075
KHC,GIS,0.9027435721931303
KHC,TAP,1.027892772609838
CBRE,AMP,0.8840085342660468
MSCI,VRSN,0.9283260121737684
PSA,EXR,0.5921250183333445
IQV,CRL,0.7463388370129477
IQV,A,0.770500647378705
IQV,LH,0.9866836639797898
FAST,GWW,0.7353693041389628
GIS,CPB,0.7708355732108283
GIS,CAG,0.7965005103070543
GIS,SJM,0.8329729647569314
GIS,HRL,0.8909103378158764
PPL,DTE,0.7476041083248041
IBKR,RJF,0.92951608295174
AMP,RJF,0.6410401748024573
AMP,PFG,0.6621035141466682
AMP,IVZ,0.761455133634103
AMP,NWSA,0.9609171963083546
SRE,DTE,0.7748461823585375
SRE,EIX,0.8699538649309532
AIG,MET,0.7052445617671911
STZ,BF-B,0.944363938324248
KEY,CFG,0.4348262706069991
ETR,LNT,0.6830593297150792
ALL,L,0.8443054742867316
IDXX,A,0.9085840496183043
IDXX,ALGN,0.9366144381272663
IDXX,RMD,0.9496321267836999
SPG,KIM,0.6966940904364091
SPG,HST,0.8755142765294444
TPR,RL,0.7515017699065738
VTR,DOC,0.7808462760614595
DXCM,PODD,0.9402425362040895
AME,TDY,0.8842888743530054
